N,P,K,temperature,humidity,ph,rainfall,season,crop
31.91,50.45,25.73,30.59,67.66,6.58,85.13,2,Mung Beans
12.67,145,201.25,16.39,68.71,6.8,119.53,2,Apple
15.64,22.61,27.55,22.62,72.22,6.24,67.22,2,Grapes
22.97,23.75,36.7,25.32,64.0,6.07,73.8,2,Grapes
103.14,80.44,59.38,29.81,75.08,6.42,96.96,2,Banana
23.76,62.87,27.33,19.77,68.82,5.86,44.82,2,Lentil
9.64,12.13,10.82,25.8,64.68,6.73,123.44,2,Orange
31.29,41.84,31.13,28.29,70.86,6.82,88.13,2,Mung Beans
51.93,49.45,57.66,26.46,91.72,6.66,127.47,0,Papaya
19.71,25.98,31.61,19.92,69.14,6.45,70.05,2,Grapes
31.13,73.43,49.09,23.09,84.63,6.74,102.3,2,Papaya
38.74,62.69,19.95,24.62,59.23,6.91,120.84,2,Pigeon Peas
25.83,48.61,24.3,27.67,70.28,6.4,75.38,2,Black Gram
84.5,49.3,33.63,23.22,78.67,6.56,79.4,2,Maize
12.6,52.22,24.02,20.4,75.9,6.53,101.02,2,Kidney Beans
77.53,37.84,37.76,25.11,72.86,6.45,97.4,2,Maize
68.33,49.68,32.21,27.17,60.54,6.08,115.35,2,Maize
86.47,17.02,53.85,25.35,74.57,6.58,95.74,2,Muskmelon
22.7,16.34,31.65,27.78,84.92,6.24,214.61,0,Coconut
78.18,45.9,38.2,28.55,67.44,5.98,90.91,2,Maize
29.26,61.36,22.85,19.77,50.96,6.43,49.09,1,Lentil
26.71,54.74,25.3,24.9,70.99,7.26,78.51,2,Mung Beans
105.66,64.25,48.85,25.59,81.58,5.82,131.75,0,Banana
73.62,50.15,33.07,28.07,83.77,6.36,221.71,0,Rice
23.3,9.89,33.14,29.21,73.66,5.05,178.66,0,Coconut
37.17,72.93,34.65,21.65,59.76,6.71,59.16,1,Chickpea
23.82,79.25,10.94,19.58,62.17,6.77,93.9,2,Kidney Beans
92.6,23.72,42.8,25.77,74.22,6.24,156.37,0,Coffee
115.6,78.62,54.06,28.75,83.09,6.53,114.29,0,Banana
90.29,20.46,29.63,24.62,91.9,6.11,149.91,2,Coffee
21.33,44.53,29.06,32.58,71.96,6.63,93.49,2,Mung Beans
13.3,22.49,31.0,27.24,61.49,6.86,76.89,2,Grapes
45.17,61.55,55.09,21.13,67.85,5.9,130.88,2,Papaya
43.59,75.1,38.49,22.37,81.7,6.67,117.26,2,Papaya
86.1,81.9,50.71,23.44,80.9,6.56,102.78,2,Banana
22.36,59.41,25.19,26.23,77.13,6.31,105.0,0,Black Gram
23.14,75.95,15.85,19.84,69.46,6.34,108.37,2,Kidney Beans
79.21,46.1,44.25,26.77,81.64,5.62,189.64,0,Jute
25.75,45.52,25.5,27.56,61.6,6.69,80.41,2,Black Gram
94.2,49.86,40.8,28.24,77.4,5.5,113.21,0,Maize
85.91,19.86,49.35,27.2,76.95,5.61,119.66,0,Watermelon
28.03,66.07,25.89,19.2,58.88,6.73,64.72,1,Lentil
14.96,68.92,24.15,17.61,58.51,6.98,66.03,1,Lentil
30.02,14.86,30.37,24.84,61.04,6.81,64.29,2,Pomegranate
26.85,67.54,26.1,26.03,67.19,5.46,119.9,2,Pigeon Peas
25.38,69.19,31.47,18.28,58.55,6.43,51.62,1,Lentil
42.71,68.02,31.87,20.43,59.46,7.18,73.45,1,Chickpea
97.67,19.06,28.5,20.27,77.14,5.64,176.29,2,Coffee
140,13.08,41.76,27.31,71.06,6.12,98.21,2,Watermelon
42.74,63.8,38.62,20.23,61.22,7.06,54.67,2,Chickpea
76.56,69.41,45.93,29.4,73.74,5.76,114.52,0,Banana
28.65,66.07,28.79,27.21,66.58,5.54,111.66,2,Pigeon Peas
27.61,23.33,28.33,25.72,61.87,6.88,89.53,2,Pomegranate
26.76,50.09,25.48,26.41,70.14,6.08,75.53,2,Mung Beans
140,52.9,23.83,29.75,64.81,6.6,93.2,2,Cotton
21.82,23.35,26.23,23.8,71.71,6.01,86.9,2,Mango
30.75,60.82,27.51,18.06,63.61,6.85,61.49,2,Lentil
73.47,46.02,39.68,26.85,72.02,7.75,97.46,2,Maize
123.72,16.13,52.55,26.53,58.68,6.7,92.28,2,Muskmelon
22.03,57.88,23.89,21.86,57.64,5.69,92.11,1,Kidney Beans
27.38,48.11,16.47,24.89,58.3,7.03,74.51,2,Black Gram
20.28,72.73,18.46,18.62,55.7,6.54,110.68,1,Kidney Beans
21.62,64.37,18.56,17.47,50.55,6.15,47.27,1,Lentil
24.47,58.53,21.77,26.19,52.33,6.14,117.53,2,Pigeon Peas
107.91,23.55,41.46,31.68,72.58,7.04,85.8,2,Muskmelon
74.11,41.27,40.3,27.38,83.42,5.55,260.07,0,Rice
16.87,22.04,36.22,19.21,53.1,6.87,54.42,1,Pomegranate
88.61,77.3,42.5,29.25,85.91,6.1,113.18,0,Banana
91.16,12.69,57.08,26.4,70.73,6.58,114.36,0,Watermelon
21.0,63.62,27.15,29.51,58.84,5.75,96.1,2,Black Gram
105.01,39.78,18.89,24.86,66.8,6.19,101.56,2,Cotton
29.96,29.31,32.13,29.06,53.6,6.48,91.62,2,Mango
29.05,55.16,26.27,24.21,54.16,6.44,122.83,2,Pigeon Peas
41.92,54.77,53.68,24.98,81.27,6.45,89.96,2,Papaya
22.09,72.86,16.14,19.24,71.45,6.07,116.89,2,Kidney Beans
104.21,12.0,56.01,23.3,73.27,6.41,106.1,2,Watermelon
21.18,10.16,17.33,18.94,88.49,7.03,69.99,2,Orange
67.44,40.17,29.23,29.14,87.4,6.03,154.17,0,Jute
63.96,40.97,36.19,26.03,66.56,5.97,105.22,2,Maize
39.24,62.39,37.65,21.27,48.15,6.8,82.95,1,Chickpea
114.46,13.85,31.17,26.78,81.22,5.53,97.32,2,Coffee
23.2,26.86,40.84,20.16,69.61,6.81,84.52,2,Grapes
114.6,23.23,51.65,25.03,68.33,7.11,93.01,2,Muskmelon
18.28,17.7,10.9,21.95,80.66,6.73,108.49,2,Orange
120.36,19.59,30.88,23.48,91.56,6.09,148.79,2,Coffee
80.66,72.53,56.68,28.92,87.06,5.43,109.53,0,Banana
23.26,55.18,22.54,33.86,58.16,6.28,102.0,2,Pigeon Peas
26.45,45.53,21.46,32.65,54.1,6.01,107.08,2,Pigeon Peas
30.14,22.94,24.18,24.85,83.05,6.34,175.91,2,Coconut
95.19,62.7,51.37,25.42,74.61,6.03,131.79,0,Banana
17.39,56.17,29.07,29.78,84.97,6.37,92.72,2,Black Gram
28.91,63.86,25.35,15.27,57.3,7.26,51.42,1,Lentil
113.81,23.65,47.97,28.56,73.38,6.95,75.93,2,Muskmelon
17.36,52.87,30.26,30.49,74.99,6.24,88.18,2,Mung Beans
21.4,59.18,25.81,21.36,62.52,5.92,86.38,2,Kidney Beans
21.74,24.82,36.46,21.9,50.26,5.61,72.11,1,Pomegranate
24.24,24.87,41.57,24.45,69.3,6.94,72.63,2,Grapes
83.81,54.8,36.03,28.46,83.41,6.19,219.44,0,Rice
77.02,43.08,31.91,25.47,59.9,7.06,83.08,2,Maize
79.27,68.59,52.06,29.48,89.2,5.77,81.8,2,Banana
30.28,50.75,21.3,30.3,49.36,6.78,72.9,2,Moth Beans
57.07,49.92,52.78,26.53,84.83,7.23,121.43,0,Papaya
52.08,67.87,43.54,27.02,63.66,6.53,106.91,2,Papaya
93.92,87.16,53.64,24.94,78.32,6.9,184.6,2,Banana
14.14,19.13,35.61,27.74,45.3,6.97,65.67,2,Pomegranate
38.26,67.95,41.37,30.19,68.6,6.72,98.31,2,Papaya
29.31,60.3,25.69,27.98,37.65,7.37,45.38,2,Moth Beans
131.82,24.62,24.01,24.89,90.04,6.67,150.21,2,Coffee
29.6,50.57,17.18,28.56,66.52,7.48,71.35,2,Mung Beans
20.88,55.9,27.81,27.29,68.53,6.53,100.73,2,Mung Beans
64.25,29.6,39.35,27.49,86.64,6.51,157.29,0,Jute
94.33,49.89,44.3,26.78,84.87,6.25,146.82,0,Jute
71.39,42.46,42.4,27.45,98.35,6.13,167.03,0,Rice
117.13,92.17,49.64,28.88,79.92,6.81,138.85,0,Banana
16.15,68.34,14.48,21.76,64.62,6.18,87.65,2,Kidney Beans
105.04,66.49,51.33,28.26,85.15,5.62,112.12,0,Banana
118.38,48.85,16.75,24.97,65.84,6.85,118.59,2,Cotton
87.13,46.26,26.8,24.51,68.02,6.68,71.97,2,Cotton
10.46,16.3,32.1,20.63,42.19,6.07,82.06,1,Pomegranate
22.61,19.95,30.95,28.67,89.95,5.9,138.09,0,Coconut
21.16,145,205,16.95,62.44,6.71,103.78,2,Apple
65.33,44.34,34.89,28.59,85.35,6.75,157.9,0,Jute
24.81,12.01,15.16,22.88,80.84,5.76,119.89,2,Orange
95.36,44.53,37.14,29.43,88.27,7.15,190.38,0,Jute
19.44,60.37,25.5,26.61,69.02,7.04,83.83,2,Mung Beans
24.33,132.86,200.82,18.41,58.85,6.15,94.43,1,Apple
29.69,52.64,27.73,29.11,62.68,6.4,137.73,2,Pigeon Peas
20.5,145,129.44,21.33,66.85,6.16,107.16,2,Apple
91.11,38.81,28.31,27.34,80.07,6.63,147.12,0,Jute
21.84,18.4,29.55,27.44,74.04,6.44,166.06,0,Coconut
23.33,13.39,18.44,26.6,83.96,7.24,103.09,0,Orange
31.35,64.0,21.08,30.23,54.32,5.73,108.33,2,Pigeon Peas
28.32,58.74,24.91,16.43,51.68,6.78,52.18,1,Lentil
12.83,39.31,26.09,28.74,42.05,6.7,58.67,2,Moth Beans
14.96,50.75,22.24,29.68,70.04,6.48,82.62,2,Black Gram
31.22,34.93,26.73,27.04,75.67,6.38,71.86,2,Mango
25.4,51.56,28.21,28.3,41.23,7.3,54.7,2,Moth Beans
22.32,43.85,24.29,23.4,60.78,6.75,75.46,2,Mung Beans
44.71,72.04,42.4,23.86,72.96,5.87,58.99,2,Papaya
41.89,66.21,30.51,20.94,57.72,7.09,63.6,1,Chickpea
49.02,34.09,33.37,30.35,75.92,6.4,165.09,0,Rice
36.17,57.87,25.81,28.48,53.94,6.12,100.87,2,Black Gram
28.96,18.91,26.8,26.85,88.1,5.46,195.65,0,Coconut
21.97,19.42,30.29,30.72,56.28,6.64,70.89,2,Pomegranate
69.6,47.26,35.62,27.92,89.62,5.82,260.17,0,Rice
28.17,54.34,29.85,29.03,70.41,6.16,114.49,0,Pigeon Peas
96.97,46.31,43.52,29.84,88.5,6.64,206.37,0,Rice
21.04,15.82,17.4,23.36,76.44,6.57,100.58,2,Orange
121.07,33.26,19.4,26.98,70.53,6.45,101.05,0,Cotton
74.47,43.99,43.69,28.94,96.26,6.48,141.86,0,Jute
27.79,54.06,27.07,26.4,59.73,5.96,87.21,2,Black Gram
18.59,31.46,33.23,24.05,60.97,6.48,78.65,2,Grapes
14.22,17.02,31.65,21.35,43.95,6.55,59.18,1,Pomegranate
25.94,32.09,24.83,26.64,70.16,6.08,106.73,0,Mango
21.62,128.01,155.39,17.37,67.25,6.03,103.27,2,Apple
27.44,24.95,33.6,28.54,77.4,6.11,226.34,0,Coconut
26.26,52.01,31.96,26.62,70.59,6.83,125.63,0,Pigeon Peas
23.23,56.7,24.48,30.45,72.98,5.91,74.8,2,Black Gram
33.16,59.5,30.69,25.34,67.92,6.56,75.42,2,Black Gram
67.98,38.83,44.27,26.05,72.46,6.77,164.92,0,Jute
115.61,45.05,25.04,29.67,62.04,6.1,94.89,2,Cotton
65.57,16.93,49.77,27.64,78.12,6.62,81.59,2,Muskmelon
27.8,69.16,28.49,25.81,64.18,6.45,64.74,2,Mung Beans
27.97,19.88,26.46,25.79,78.32,5.68,173.72,0,Coconut
85.92,16.83,48.8,27.28,58.6,5.79,77.86,2,Watermelon
113.06,19.32,48.44,26.07,64.02,6.59,105.77,2,Muskmelon
46.86,58.9,47.99,25.44,66.08,7.19,92.14,2,Papaya
87.35,41.35,31.62,26.0,83.52,6.44,114.04,0,Maize
91.16,22.37,28.63,23.19,73.47,6.16,134.7,2,Coffee
62.18,17.93,51.3,25.25,83.08,6.1,93.37,2,Watermelon
77.08,30.33,35.62,21.71,76.7,6.14,179.3,2,Coffee
21.46,62.56,29.72,17.09,58.4,5.74,69.86,1,Lentil
25.53,72.68,21.65,17.77,68.83,6.3,105.31,2,Kidney Beans
46.35,55.03,55.15,22.71,73.39,6.4,103.89,2,Papaya
21.49,48.67,19.58,28.54,59.52,6.89,84.58,2,Mung Beans
21.09,65.97,20.23,18.18,63.65,6.55,108.15,2,Kidney Beans
26.43,78.82,26.34,21.2,69.7,5.71,102.83,2,Kidney Beans
25.17,31.61,29.46,25.12,64.07,6.17,94.56,2,Mango
96.81,11.1,57.85,29.13,79.02,5.96,107.23,0,Watermelon
22.79,21.44,29.56,28.39,80.36,6.24,212.75,0,Coconut
27.53,54.32,24.88,28.2,61.53,6.07,81.87,2,Black Gram
89.85,91.68,66.66,27.44,82.08,6.42,121.67,0,Banana
12.68,47.76,26.46,31.3,39.84,7.24,46.79,2,Moth Beans
16.44,126.1,149.54,13.48,51.27,4.94,96.35,1,Apple
18.4,41.84,25.0,28.7,43.79,7.33,67.34,2,Moth Beans
11.75,22.99,32.65,28.11,62.03,6.99,76.21,2,Pomegranate
20.92,113.51,192.58,21.93,67.18,5.52,91.03,2,Apple
30.34,53.85,26.45,26.45,51.27,6.52,114.32,2,Pigeon Peas
15.32,41.12,26.55,31.01,53.9,7.3,61.39,2,Moth Beans
26.29,47.98,28.27,27.56,63.51,7.0,74.42,2,Mung Beans
18.15,12.88,15.43,23.05,74.93,6.5,131.02,2,Orange
46.25,55.37,45.11,24.4,74.87,5.82,89.51,2,Papaya
17.53,50.36,22.48,31.12,55.85,7.21,55.61,2,Moth Beans
46.06,67.96,43.41,24.77,68.07,6.85,104.0,2,Papaya
114.98,22.69,43.6,26.74,85.2,6.67,78.81,2,Watermelon
19.73,21.53,33.45,23.89,62.85,6.64,74.07,2,Pomegranate
101.65,16.55,52.08,26.86,79.87,6.23,104.04,0,Watermelon
24.9,48.44,18.34,28.92,45.32,6.33,62.11,2,Mung Beans
19.01,36.87,20.23,30.76,42.02,6.66,58.31,2,Moth Beans
24.17,47.25,26.45,26.83,70.35,6.27,73.76,2,Mung Beans
114.52,40.2,12.35,25.98,68.82,6.49,94.72,2,Cotton
27.73,57.66,27.28,31.16,58.02,5.48,108.72,2,Pigeon Peas
108.97,75.01,58.76,27.25,80.21,6.77,123.37,0,Banana
41.36,62.19,32.47,20.06,66.73,6.63,66.9,2,Chickpea
77.77,18.79,35.75,23.01,74.88,5.27,126.46,2,Coffee
50.7,61.82,61.25,27.49,85.88,6.62,89.53,2,Papaya
31.64,48.21,32.45,30.4,60.44,6.74,82.92,2,Mung Beans
21.21,43.42,26.71,28.22,60.84,6.82,68.9,2,Pigeon Peas
20.93,20.14,36.13,24.78,65.93,5.15,83.34,2,Pomegranate
17.65,17.2,19.65,22.12,72.73,6.65,121.83,2,Orange
26.83,39.81,18.73,31.08,64.81,7.1,86.33,2,Mung Beans
90.6,73.3,54.02,23.1,68.74,6.2,125.53,2,Banana
18.27,57.58,21.89,16.67,45.18,6.99,61.16,1,Lentil
97.16,76.99,40.01,27.8,74.88,5.78,99.89,2,Banana
15.1,11.79,17.18,23.78,76.23,6.36,126.46,2,Orange
77.74,38.64,44.97,23.82,74.77,6.96,98.36,2,Maize
6.23,122.32,205,20.85,73.27,6.09,107.57,2,Apple
126.07,78.46,43.87,27.46,86.52,5.94,140.12,0,Banana
30.8,70.26,21.92,22.51,74.16,6.31,109.08,2,Pigeon Peas
119.56,40.11,13.05,27.96,61.91,6.09,76.73,2,Cotton
25.59,61.26,18.39,28.01,67.73,6.81,97.31,2,Pigeon Peas
98.8,38.32,33.21,27.38,74.78,6.38,122.56,0,Rice
25.91,16.01,19.51,20.37,71.1,6.64,103.85,2,Orange
19.99,11.51,19.21,28.95,77.03,6.1,109.73,0,Orange
75.75,49.76,35.63,26.64,69.56,5.75,99.54,2,Maize
80.89,36.29,44.98,25.86,97.46,6.46,168.38,0,Jute
73.19,46.73,36.85,28.33,86.23,6.64,145.91,0,Jute
22.82,135.05,205,16.75,64.5,6.16,101.89,2,Apple
14.75,18.58,19.25,25.98,74.94,6.38,70.45,2,Orange
85.9,17.86,28.11,23.65,79.38,5.68,149.23,2,Coffee
24.11,145,193.07,20.59,61.5,6.83,85.33,2,Apple
53.65,53.58,44.42,28.85,79.54,7.4,81.24,2,Papaya
13.9,127.16,202.75,21.0,66.1,6.24,118.44,2,Apple
23.81,17.99,38.32,29.32,59.15,6.47,75.98,2,Pomegranate
20.75,39.91,26.15,33.73,44.39,6.63,49.51,2,Moth Beans
24.04,41.22,30.58,25.9,43.24,7.18,53.94,2,Moth Beans
19.24,16.22,8.32,23.59,83.04,6.26,128.36,2,Orange
124.88,96.6,60.92,28.24,83.22,5.85,96.07,2,Banana
135.7,21.54,29.04,23.53,78.29,5.85,143.99,2,Coffee
15.82,35.34,30.41,22.85,68.11,6.36,67.35,2,Grapes
9.06,23.24,35.17,20.13,52.26,6.35,59.14,1,Pomegranate
19.39,10.46,11.56,22.07,82.3,6.69,105.05,2,Orange
89.1,70.36,51.25,28.65,74.24,5.99,127.63,0,Banana
30.02,59.78,23.66,21.1,51.47,6.67,52.41,1,Lentil
19.8,57.08,25.28,18.03,53.61,7.62,59.71,1,Lentil
51.01,64.59,54.16,30.21,69.76,5.97,115.32,2,Papaya
97.55,15.91,35.57,23.06,81.52,6.42,153.15,2,Coffee
107.15,25.27,26.79,21.07,82.37,6.41,193.12,2,Coffee
19.85,79.67,24.98,22.13,59.9,5.87,86.2,2,Kidney Beans
122.21,21.9,27.47,24.1,87.77,5.56,155.51,2,Coffee
24.38,47.34,23.22,27.99,57.75,7.01,90.54,2,Mung Beans
98.11,20.49,31.57,24.06,89.03,6.37,112.5,2,Coffee
88.59,12.44,50.27,24.75,66.61,6.13,105.01,2,Muskmelon
87.45,13.24,44.44,25.26,72.75,6.38,97.69,2,Muskmelon
19.94,41.88,21.53,30.5,46.99,7.08,63.15,2,Moth Beans
44.96,61.15,30.37,21.46,55.71,6.75,68.34,1,Chickpea
106.34,90.13,52.42,27.33,84.06,6.09,151.42,0,Banana
51.16,60.06,51.23,22.8,66.35,6.01,109.71,2,Papaya
23.76,40.06,23.01,30.6,51.54,7.29,58.09,2,Moth Beans
14.64,47.87,25.87,25.61,54.9,6.18,92.11,2,Black Gram
102.91,23.35,30.29,22.1,89.11,5.4,133.49,2,Coffee
86.81,34.73,42.65,27.1,82.01,6.71,211.72,0,Rice
16.41,132.37,202.57,17.0,61.89,5.93,120.16,2,Apple
86.98,9.1,51.43,27.77,71.99,7.68,106.54,0,Watermelon
84.31,54.73,33.37,26.38,66.38,6.3,121.48,2,Maize
13.51,17.77,6.8,20.54,89.87,6.71,106.12,2,Orange
102.63,41.03,17.57,25.07,59.66,6.26,74.67,2,Cotton
16.07,38.69,17.15,25.81,56.39,7.39,58.82,2,Moth Beans
85.67,36.08,38.18,28.61,86.49,5.78,204.78,0,Rice
22.04,32.38,31.57,28.21,80.42,6.74,63.39,2,Mango
23.96,23.87,41.24,26.89,82.24,5.84,219.39,0,Coconut
28.88,46.41,25.76,25.07,59.06,6.65,92.62,2,Mung Beans
111.37,13.69,28.95,23.64,71.46,5.77,140.72,2,Coffee
122.59,77.59,54.18,29.18,70.42,7.35,102.13,0,Banana
23.02,21.66,44.03,23.41,63.05,6.86,57.16,2,Pomegranate
30.27,59.48,28.31,32.2,54.81,6.56,108.46,2,Pigeon Peas
27.74,64.24,22.88,26.81,57.77,5.81,121.19,2,Pigeon Peas
96.15,16.99,45.89,31.13,73.81,6.61,95.12,2,Muskmelon
20.99,62.07,29.77,20.86,57.56,6.81,33.18,1,Lentil
82.8,14.14,41.71,28.35,64.28,5.3,100.94,2,Watermelon
20.93,54.71,16.32,19.99,68.25,6.03,66.9,2,Kidney Beans
20.7,49.47,26.0,28.97,63.39,6.73,86.88,2,Black Gram
31.03,25.69,26.64,27.45,93.75,5.74,178.91,0,Coconut
40.1,60.18,45.2,16.05,56.35,6.35,61.9,1,Chickpea
15.88,145,205,15.4,66.76,5.69,77.25,2,Apple
76.5,42.55,30.51,26.72,68.53,6.84,109.98,2,Maize
94.13,43.06,39.69,26.86,89.04,7.14,174.84,0,Jute
26.12,34.95,37.26,24.08,58.99,5.89,65.22,2,Grapes
140,36.97,17.23,24.56,62.0,6.54,77.67,2,Cotton
89.04,22.0,47.82,29.88,62.65,6.36,92.37,2,Muskmelon
88.77,17.81,55.74,28.11,64.86,6.48,84.04,2,Muskmelon
85.09,13.85,58.17,30.87,68.74,7.01,99.21,2,Watermelon
22.55,21.25,31.48,23.11,51.48,6.5,62.3,2,Pomegranate
22.07,10.53,34.71,29.49,85.38,5.92,201.75,0,Coconut
38.29,55.51,44.13,25.47,73.44,6.22,117.06,0,Papaya
116.99,24.38,26.04,25.49,71.32,5.44,173.11,0,Coffee
21.02,61.16,21.5,20.94,61.62,6.8,49.16,2,Lentil
29.52,24.21,36.1,31.05,64.96,7.12,82.77,2,Mango
37.77,65.11,38.87,19.17,71.27,6.47,64.92,2,Chickpea
21.0,52.26,26.25,17.57,52.85,6.88,62.27,1,Lentil
77.9,45.9,41.8,26.88,84.95,7.28,166.77,0,Rice
16.44,52.5,29.97,26.18,46.49,6.16,128.2,2,Pigeon Peas
94.96,10.65,49.7,27.6,79.4,6.62,91.61,2,Watermelon
137.58,41.6,19.36,25.19,78.52,5.74,99.76,2,Cotton
31.93,66.93,27.47,16.84,65.27,6.97,44.34,2,Lentil
131.57,16.7,49.92,30.43,82.91,6.88,95.22,2,Muskmelon
85.0,21.46,49.02,31.38,81.34,6.47,99.38,2,Muskmelon
87.49,78.86,60.0,26.42,81.54,6.61,118.25,0,Banana
78.27,44.07,39.47,29.54,81.11,5.83,209.97,0,Rice
26.46,60.65,34.24,18.87,48.04,6.1,70.74,1,Chickpea
23.12,39.44,29.84,31.17,48.43,7.27,46.68,2,Moth Beans
22.45,55.28,32.48,19.72,56.88,7.59,49.78,1,Lentil
59.3,63.92,54.92,24.62,74.52,5.85,108.09,2,Papaya
98.34,47.22,38.88,26.49,86.88,6.95,178.96,0,Jute
73.48,32.89,14.41,24.31,66.52,6.76,56.85,2,Cotton
105.65,41.16,22.04,25.62,69.36,6.34,83.82,2,Cotton
27.79,64.86,21.13,25.59,73.06,6.72,84.08,2,Black Gram
61.71,52.2,35.78,23.72,90.93,6.02,132.17,2,Jute
35.47,55.54,33.0,27.6,58.81,6.53,71.29,2,Mung Beans
14.18,67.56,19.79,16.12,70.15,5.58,121.63,2,Kidney Beans
25.0,34.57,28.39,27.66,54.95,5.94,96.01,2,Mango
85.27,43.74,43.23,28.33,98.32,7.12,107.75,0,Jute
97.0,22.88,50.45,30.76,65.0,6.88,89.92,2,Muskmelon
42.75,50.81,51.7,28.89,78.19,6.02,100.29,0,Papaya
15.96,46.36,25.98,27.23,58.88,7.14,99.23,2,Mung Beans
23.14,20.57,23.68,31.62,85.87,6.51,198.93,0,Coconut
42.59,64.36,51.79,26.84,84.64,7.51,103.31,0,Papaya
31.68,126.6,205,23.59,60.04,5.76,81.02,2,Apple
19.65,24.73,29.37,26.12,52.95,7.04,105.87,2,Mango
104.08,16.79,48.05,29.49,75.63,6.06,108.1,0,Watermelon
22.26,36.62,18.17,33.85,36.59,6.81,60.65,2,Moth Beans
23.99,16.24,8.05,21.79,69.68,5.54,119.21,2,Orange
76.42,41.1,39.92,26.97,84.96,6.15,107.09,0,Jute
25.31,61.41,19.21,27.6,56.49,7.62,90.7,2,Black Gram
19.31,62.07,22.79,27.2,65.74,6.45,103.22,2,Black Gram
24.28,40.28,30.19,29.61,31.3,6.6,47.42,2,Moth Beans
29.27,67.29,22.88,17.21,61.15,6.89,39.19,2,Lentil
89.45,40.38,44.37,25.94,74.6,6.59,203.91,0,Rice
14.86,27.78,40.55,24.62,61.28,6.71,55.7,2,Grapes
88.77,15.04,49.09,21.09,67.66,6.77,112.9,2,Watermelon
103.76,16.32,34.99,23.04,91.58,6.44,163.41,2,Coffee
9.96,15.08,8.17,21.39,77.37,5.62,120.25,2,Orange
71.36,17.32,58.38,22.26,84.6,6.23,85.97,2,Muskmelon
30.47,59.39,24.15,26.65,68.23,6.67,67.15,2,Black Gram
97.38,44.53,19.05,28.05,56.52,7.54,79.63,2,Cotton
15.61,60.29,20.74,26.0,65.73,6.83,98.28,2,Mung Beans
34.04,49.11,34.82,26.56,54.26,5.9,120.7,2,Pigeon Peas
17.35,19.85,26.72,29.79,88.53,6.24,149.42,0,Coconut
17.59,44.14,22.72,30.22,44.84,7.21,62.73,2,Moth Beans
26.44,19.64,39.65,23.09,45.79,6.37,64.93,2,Pomegranate
96.47,19.37,24.2,20.96,79.14,6.47,135.61,2,Coffee
22.9,24.54,37.97,20.65,71.4,6.09,86.36,2,Grapes
46.75,64.82,55.86,25.84,77.65,6.36,80.55,2,Papaya
81.71,64.73,47.92,25.24,83.14,5.52,111.42,0,Banana
115.48,43.57,19.15,22.69,59.72,6.66,78.88,2,Cotton
29.43,12.73,32.18,29.12,82.23,6.8,180.18,0,Coconut
26.91,26.48,25.68,24.82,57.86,6.57,105.02,2,Mango
18.66,21.2,15.76,23.9,85.74,6.38,125.33,2,Orange
22.23,19.51,30.31,31.03,95.07,6.2,117.96,0,Coconut
74.8,45.08,39.51,23.52,73.16,6.54,112.17,2,Maize
23.41,42.49,28.29,30.72,56.47,5.51,54.22,2,Moth Beans
20.82,19.17,14.84,24.56,72.16,6.14,86.44,2,Orange
78.12,17.56,51.33,29.23,84.05,5.88,100.31,0,Watermelon
127.21,15.58,33.09,18.28,72.61,5.45,165.04,2,Coffee
79.73,40.16,38.89,26.33,81.97,6.73,205.34,0,Rice
20.36,50.46,29.21,32.47,50.72,7.32,55.38,2,Moth Beans
70.4,45.09,39.33,26.58,67.67,6.61,132.21,2,Maize
23.23,20.73,35.23,26.52,50.52,6.96,86.54,2,Pomegranate
135.47,40.51,18.73,28.02,60.38,6.16,86.8,2,Cotton
13.97,26.12,29.07,27.0,80.28,5.78,68.27,2,Grapes
11.99,70.51,12.76,18.25,72.09,6.31,109.97,2,Kidney Beans
90.24,23.16,47.78,26.75,74.48,7.17,106.41,0,Muskmelon
31.79,30.25,36.75,26.69,72.22,6.29,82.56,2,Mango
109.92,16.55,58.8,28.77,76.76,6.4,59.5,2,Muskmelon
89.83,20.32,51.59,23.23,86.23,5.89,112.16,2,Watermelon
17.49,35.08,20.33,27.39,42.21,7.51,59.92,2,Moth Beans
25.5,23.29,21.43,22.22,76.64,6.24,115.76,2,Orange
127.36,40.62,23.79,29.51,64.85,6.93,113.07,2,Cotton
18.58,54.75,15.05,19.05,70.55,6.36,72.76,2,Kidney Beans
123.01,16.3,49.89,26.41,63.29,7.11,97.58,2,Muskmelon
114.61,17.11,27.17,20.64,92.86,6.09,149.62,2,Coffee
111.67,12.18,49.8,22.95,68.14,5.77,82.47,2,Watermelon
85.09,25.25,31.88,25.78,81.29,6.36,176.61,0,Coffee
25.03,139.29,191.22,19.35,81.36,5.75,95.95,2,Apple
30.07,40.68,25.04,29.98,53.12,6.46,78.79,2,Mango
20.56,11.23,14.0,20.42,70.63,6.12,116.59,2,Orange
19.39,59.46,18.8,19.96,68.42,5.74,85.49,2,Kidney Beans
19.72,61.4,16.8,24.18,72.86,6.59,100.16,2,Kidney Beans
48.03,51.85,45.93,20.95,79.85,6.47,82.19,2,Papaya
18.75,19.56,29.37,23.28,53.06,5.98,70.95,2,Pomegranate
27.05,25.22,28.2,29.69,84.77,6.23,178.56,0,Coconut
19.07,19.42,36.39,26.79,50.47,5.98,72.05,2,Pomegranate
28.41,46.11,29.27,16.88,59.55,5.46,51.42,1,Lentil
